    Vardas             Pavarde     ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9    ND10    ND11    ND12    ND13    ND14    ND15    Egz.
 Vardas604          Pavarde604       5      10      10       5       6       4       2       8       6       1       1       2      10       9       7       6
 Vardas605          Pavarde605       2       9       4       7      10       4       9       2       9       1       6       5       8       6       5       9
 Vardas606          Pavarde606       5       5       4       8       2       1       1       5       4       3       2       2       9       9       7       3
 Vardas607          Pavarde607       8       1       6       2       4      10       8       7      10       4       6       6      10      10       6       7
 Vardas608          Pavarde608       7       1       7       3       7       3       2      10       6       2      10       3       2      10       6       3
 Vardas609          Pavarde609       4       5       6       2       6       2       5       5       1       1      10       8       6       5       7      10
 Vardas610          Pavarde610       7       7       6       9       5       5       3       8       6      10       9      10       7       8       2       3
 Vardas611          Pavarde611       1       4       2       6       9       8      10       7       8       8       1       3       2       6       5       3
 Vardas612          Pavarde612       6       7       5       4      10       7       1       9       1       3       6       6       6      10       7       5
 Vardas613          Pavarde613       6      10       6       9       7       2       2       2       2       7       7       2       2       2       5       1
 Vardas614          Pavarde614       1       3       8      10       7       5       2       8       3       9       8       2       5       2       2       4
 Vardas615          Pavarde615       1      10       4       4       8       2       1       4       4       8       5       3       6       5       5       6
 Vardas616          Pavarde616      10       4       9       8       3       5      10       6       4       2       1       1       1       4       9       4
 Vardas617          Pavarde617       4       8       7       7       3      10       9       8       8       9       7       7       4      10       3       8
 Vardas618          Pavarde618       8       3       8       9       5       7       2       2       2       2       3       4       5       7      10       2
 Vardas619          Pavarde619      10       5       4       1       7       6       3       3       1       8       3       7       3       9       3       2
 Vardas620          Pavarde620       2       6       8       5       7       7       4       7       4       4       4       1       2       7       7       3
 Vardas621          Pavarde621       2       9       6       7       5       4      10       2       6       8       2       6       8       8       4       4
 Vardas622          Pavarde622       8       6       5       2       5      10       7       1       4       4       5       9       2       3       1       4
 Vardas623          Pavarde623       3       3       2       6       7       7       6       5       3       3       6       5       2       3       6       5
 Vardas624          Pavarde624       9       3       7       1       9       6       9       7       2       2       3       9       1       4       9       6
 Vardas625          Pavarde625       7       9       6       1       5       3       7       8      10       7       5       3       3       6       3       4
 Vardas626          Pavarde626       3       5      10       6       6       3       4       7       1       8       9       4       6       4       1       3
 Vardas627          Pavarde627       8       3       4       5       5       7       1       9       4       6       8      10       9       7       6       8
 Vardas628          Pavarde628       3       2       7       6       4       3       9       5       6       2       6       3       6       6       3       6
 Vardas629          Pavarde629       6       9       2       3       3       2       6      10       8       6      10       1       1       7       4       2
 Vardas630          Pavarde630       8       4       4       4       5       5       6       2       5       2       3       9       4       6       5       7
 Vardas631          Pavarde631       3       7      10       7       9       5       6       2       7       1       4       6       8       8       5       3
 Vardas632          Pavarde632       8       9       3       5       2       8       7       9       9      10       9       7      10       1       6       6
 Vardas633          Pavarde633       1       5       1       8       1       9       5       1       6       7       5       1       2       9       7       4
 Vardas634          Pavarde634       2       9       1       4       5       3       6       1       9       5       1       1      10       9       5      10
 Vardas635          Pavarde635       9       5       6       6       9       8       5       6       7       1       4       1       4       3       1       8
 Vardas636          Pavarde636      10      10       9       2       3       1       4       7       7      10       4       2       2       8       2       8
 Vardas637          Pavarde637       2       8       8      10       7       1      10       2      10       3       8       9       1       2       9       1
 Vardas638          Pavarde638       7       3       7      10       9       8       8       5       5       3       4       2       8       4       9      10
 Vardas639          Pavarde639       1      10       9       2       2       9       6       6       4       2       2      10       7       4       9       2
 Vardas640          Pavarde640       2       6       7       2       9       7       2       5       2       9       7      10       4       9       4       6
 Vardas641          Pavarde641      10       5       5       6       5       6       4       1       6       3       9       3       5       9       3       2
 Vardas642          Pavarde642       6       1       8       3       2       6       8       7       9       4       6       8       2       5       8       9
 Vardas643          Pavarde643      10       9       7      10       7       9       1       4       6       6       3       6       8       3       8      10
 Vardas644          Pavarde644       9      10       4       3       7       3       1       8       5      10       1       4       2      10       5       5
 Vardas645          Pavarde645       3       2      10       1       2       2       1       4       1       1       8       2      10       1       1       7
 Vardas646          Pavarde646       9       9       5       2       1       8       9       8       9       9       6      10      10       5       3       5
 Vardas647          Pavarde647      10       6       9       1       2       5       8       5       4       8      10       6       2       5      10       8
 Vardas648          Pavarde648       5      10       3       5       8       1       4       1       5       9      10       3       1       2       5       5
 Vardas649          Pavarde649       8       1      10       6       4       6       9       8       9       5       8       3       4       5       7       4
 Vardas650          Pavarde650      10       7       9       9      10      10       3       3       9       1       1       9      10       9       3       3
 Vardas651          Pavarde651       3       9       1       8       5      10       2       1       5       3       5       6       1       1       6       7
 Vardas652          Pavarde652       5       5       6       8      10       3       2       9      10       5       1       6       8       6       8       2
 Vardas653          Pavarde653       8       9       4       8       8       5       7       7       8      10       9       4       2       3       6       4
 Vardas654          Pavarde654       8       6       8       4       3       5       9       1       9      10       5       9       1       7       5       9
 Vardas655          Pavarde655       3       3       1       1       5       8       8      10       9       1      10      10       3       3       3       8
 Vardas656          Pavarde656       2       1       7       6       6       4       7       4       4       7       6       2       5       6       5       8
 Vardas657          Pavarde657       9       2       2       2       8       5       4      10       3       2       2       3       1       7       9       4
 Vardas658          Pavarde658       8       4       9      10       9       5       7      10       8       2       6       4       9       5       4       9
 Vardas659          Pavarde659       3       5       9       6       1       5       8       1      10      10       3       2       9       7       9       3
 Vardas660          Pavarde660       2       2       3       1      10       7       4       8       2       3       3       8      10       6      10       5
 Vardas661          Pavarde661       7       2       9       5       3       6       4       2       3       9       6       7       7       3       4       8
 Vardas662          Pavarde662      10       2       6       8       3       4       4       7      10       8       5       2       1       7       3       8
 Vardas663          Pavarde663       6       7       9       9       1       8       4       3       5       4       2       1       5       4       8       6
 Vardas664          Pavarde664       7       2       4      10       6      10       7       8       9       7       2       6       8       3       4       7
 Vardas665          Pavarde665       9       5       7       5       2       4      10      10       2       9       3       5       9       8       9       8
 Vardas666          Pavarde666       6       1       9       6       5      10       1       8       6       3       5       7       9       4       8       1
 Vardas667          Pavarde667       4       9       9       9       3       9       5       5       4       3       3      10       1       8       8       5
 Vardas668          Pavarde668       3       1       7       3       3       9       4       4       1       5       1       7       4      10       2       9
 Vardas669          Pavarde669       8       9       4       4       8       5       5       7       7       4       3       3       7       9       1       3
 Vardas670          Pavarde670       7       4       3       6       9       9       5       1       1       5       4       7       5       9       6       6
 Vardas671          Pavarde671       1       4       8       3       5       3       2       3       2       5       7       5       7       2       4       7
 Vardas672          Pavarde672       5       9       3       7      10       9       4       9       3       4       2       4       2       9       9      10
 Vardas673          Pavarde673       2       4       3       1       4       1      10       4       1       6       9       1       5       6       3       4
 Vardas674          Pavarde674       8      10       3       1       6       3       9       5       3       2       6       3       3      10       9       6
 Vardas675          Pavarde675       2       1       2       9       5       7       7       7       4       1       2       1       1       9       1       7
 Vardas676          Pavarde676       4       3      10       1       8       9      10       7       7       7      10       7      10       4       6       6
 Vardas677          Pavarde677       3       9       1       4       7       3       4       6       6       6      10       4       6      10       7       5
 Vardas678          Pavarde678       7      10       8       2       6       7       8       9      10       3       6       9       5       6       1       7
 Vardas679          Pavarde679       8       2       2       1       5       5       6       7       2       7       4       3       3       8       7       5
 Vardas680          Pavarde680       9       1       6       1       5       1       2       6       9       8       1      10       1       6      10       1
 Vardas681          Pavarde681      10       8       2       6       9       3       2       7       2       5       6       5       9       1       9       2
 Vardas682          Pavarde682       6       9      10       5       6       1       4       5       7       3       1       1       3       2       9       7
 Vardas683          Pavarde683       9       6       3      10       7       9       4       2       8       5       4       6       2      10       7       6
 Vardas684          Pavarde684      10       8      10       9       9       5       4       2       8       8       7       2      10      10       6       6
 Vardas685          Pavarde685       7       4      10       6       3       5       2       5       1       3       7       6       5       1      10       8
 Vardas686          Pavarde686       2       3       9       8       5       8       4       5       6       2       5       2       2       2       8       9
 Vardas687          Pavarde687       6       5       3       1       6       8       9       9      10       2       9       9       4      10       8       7
 Vardas688          Pavarde688       5       2       1       1       4       6       5       5       3       4       5       8       3       6       4       5
 Vardas689          Pavarde689      10       2       2       2       8       2       3       7       4       4       7       9       8       1       7      10
 Vardas690          Pavarde690      10       6       9       6       5       8       9       6       9       6       2       5       2       8       2      10
 Vardas691          Pavarde691       3       9       8       2       5       2       2      10       2       9       5       1       2       9       4       6
 Vardas692          Pavarde692       5       1       9      10       5       9      10       3       2       8      10       4       4       6       8       1
 Vardas693          Pavarde693       5       4       5       2       4       5       3       6       2       1       3       9       6       8      10      10
 Vardas694          Pavarde694       6       1       1       4       8       7       7       5      10       4       1       6       8       3       6       6
 Vardas695          Pavarde695      10       1       8      10       6       3       4       8      10      10       4       2       3       1       3       7
 Vardas696          Pavarde696       8      10      10       7       7      10       6       1       1      10       2       8       2       7       9       7
 Vardas697          Pavarde697       8       4       7       3       5       4       1       2       7      10      10       7       3       7       3       2
 Vardas698          Pavarde698      10       5       6      10       9       1       8       8       9       3       7       9       8       3       2       9
 Vardas699          Pavarde699       7      10      10       1       4       1       5       7       8      10       3       7       7       6       9      10
 Vardas700          Pavarde700       5       8       7       8       4       7       8       5       3       8      10       4       8      10       1       9
 Vardas701          Pavarde701       1       2       2       6       8       7       3       1       8       6       5       7      10       4       1       3
 Vardas702          Pavarde702       5       2       2       8       7       6       1       5      10       1       8       5       4       8       8       3
 Vardas703          Pavarde703       8       6       1       5       3      10       3       5       1       3       1      10      10       3       1      10
 Vardas704          Pavarde704      10       2       6       6       1       3       9       8       3       7       7       3      10       1       5       3
 Vardas705          Pavarde705       5       7       7       7       5       1       7       6       9      10      10       9      10       1       7       6
 Vardas706          Pavarde706       2       4       6       7       6       6       4       1       6       6      10       3      10       6       9       4
 Vardas707          Pavarde707       5       1       9       8       5       8       3      10      10       3       2       6       7       9       2       6
 Vardas708          Pavarde708       1       8       5       2       2       9       8       7       8       4       7       8       2       2       4      10
 Vardas709          Pavarde709       3       8       5      10       8       3       2       5       8       4       7      10       1      10       5       3
 Vardas710          Pavarde710       3       8       4       8       6       6       9       7       7       3       2       3       2       7       8       4
 Vardas711          Pavarde711       3       6       3       6       3       8       2       8       3       3       1       1      10       2      10       2
 Vardas712          Pavarde712      10       4       8       4       1       5       5       4       9       9       4       8       9       2       8       8
 Vardas713          Pavarde713       9       2       4       2       1       1       5       7       1       8       5       9       7       2       7       2
 Vardas714          Pavarde714      10       9       2       3       2       4       2       7      10       3       9       2       4       3      10       4
 Vardas715          Pavarde715       2       2       8       5       2       4       2       3       6       8       8       1       4       8      10       9
 Vardas716          Pavarde716       1       4       7      10       5       1       7       5       7       3       2       7       8      10       1       3
 Vardas717          Pavarde717       9       5       2       5       8      10       5       5       4       5       4       4       9       4      10       6
 Vardas718          Pavarde718       6       1       9      10       1       1       3       1       2       4       9       2       7       9       2       4
 Vardas719          Pavarde719       8       9       4       8       2       5       1      10       2       3       9       2       4      10       9      10
 Vardas720          Pavarde720       8       9       6       8       7       4      10       6       9       7       8       3       1       4       6       7
 Vardas721          Pavarde721       2       1       6       6       5      10       8       7       1       4       7       1       8      10       3       2
 Vardas722          Pavarde722      10       6       6       4       3       3       2       4       9      10       6       9       5       3       7       6
 Vardas723          Pavarde723       2       7       5       5       1      10       4       9       6       8       7       6       9      10       3       3
 Vardas724          Pavarde724       6       4      10       9       2       7      10       4       7       7       7       3       6       6       5       4
 Vardas725          Pavarde725       8       3       9      10       9       9       4       5       3       9       3       9       8       9       2       8
 Vardas726          Pavarde726       6       3       6       4       2       2       8       7       9       2       3       4       9       2       8       1
 Vardas727          Pavarde727       9      10       1       8      10       9       8       8      10       1       5       3       2       1       6       6
 Vardas728          Pavarde728       1       7       2       8       2       8       6       2       2       9       9       1      10       1       1       6
 Vardas729          Pavarde729       8       1       5       6       6       2       9       2      10       8       6       6       8       1       9       4
 Vardas730          Pavarde730       4       2       8      10       7       3       9       4       3       5       1       4       3       1       3       8
 Vardas731          Pavarde731       1       4       1       2       4       4       3       8      10       2       5       4       8       8       6       3
 Vardas732          Pavarde732       4       5       6       7       7       3       1       5       2       9       3       8       4       2       3       6
 Vardas733          Pavarde733       5       6      10       7       1       6       2       9       5       7      10       9       8       6       1       3
 Vardas734          Pavarde734       9       2       5       6       4       9       6       6       3       9      10       1       1       6       7       7
 Vardas735          Pavarde735       1       5      10       8       3      10       1       6       5       8       1       5       8       9      10       5
 Vardas736          Pavarde736       3       4       4       3       7       9       5       5       7      10      10       7       4       7       6       6
 Vardas737          Pavarde737       5       3       1       2      10       1       2       6       8       5       3       7       2       7       7       8
 Vardas738          Pavarde738      10       4       8       9       1       5       8       7       1       2       6       1       2       7      10       2
 Vardas739          Pavarde739       1      10       9       6       3       3       3      10       6       2       8       4      10       4       9       7
 Vardas740          Pavarde740       8       2       5       3       1       9       2       2       8       9       8       8       8       5       3       5
 Vardas741          Pavarde741       2       2       3      10      10       3       5       5       9       5      10       8       3       3       5       5
 Vardas742          Pavarde742       9       4       9       4       6       1       1       7       3       9       8       5       3       6       2      10
 Vardas743          Pavarde743       7       1      10       1       7       7       6       1       9      10       5       4       4      10       7       3
 Vardas744          Pavarde744       9       7       7       5       8       1       3       9       4      10       9       3       9       4       3      10
 Vardas745          Pavarde745       3       9       6       9       6      10      10       9       3       6       8       8      10       5       3       8
 Vardas746          Pavarde746      10       6       9       7       3       3       9       1       3       1       1       4       3       6       6       4
 Vardas747          Pavarde747       8       8       7       5       8       8       4       5       4      10       1       2       9       4       3       6
 Vardas748          Pavarde748       4       3       9       1       8       3       9      10       5      10       7      10       2       6       3       5
 Vardas749          Pavarde749       4       4       2       1       3       6       3       7       7      10       2       6       3       1       2      10
 Vardas750          Pavarde750       2       5       6       4       4       3       6      10       5       2       3       3       8       8       7       2
 Vardas751          Pavarde751       3       6       3       8       8      10       7       2      10       3       3       2       1       6       8       7
 Vardas752          Pavarde752       1      10       2       6       2       8       2       2       3       2       7       8       3       8       1       4
 Vardas753          Pavarde753       2       4       2       7       8       5       6       9       4       7       4       9       8       5       9       8
 Vardas754          Pavarde754       8       6       8       2      10      10       7       6      10       2       8       3       8       4       7       9
 Vardas755          Pavarde755       9       8       6       6       5       7       4       4       5       8      10       9       3       2       4       8
 Vardas756          Pavarde756       5       3      10       2       6       5       4       9       5       2       6       4       8       3       3       4
 Vardas757          Pavarde757       8       2       1       3       8       8       3       9       6       4       6       6       3       3      10       4
 Vardas758          Pavarde758       2       5      10       6       4       9       5       5       2       8       7       3       9       5       5       1
 Vardas759          Pavarde759       2       2       7       5       6       4       3       3       8       3       9      10       2       3       9       1
 Vardas760          Pavarde760       8       2       5       3       4       6       4       6       2       4       4       1       2       3       6       2
 Vardas761          Pavarde761       1       1       7      10       5       5       4       8       3       7       9       4      10       2       7       4
 Vardas762          Pavarde762      10       2       9       4       8       2       5       6       2       9       5       2      10       2       3       4
 Vardas763          Pavarde763       4       6      10       3      10       7       3       5       8       7      10       9       8       1       7       6
 Vardas764          Pavarde764       5      10       4       3       2       1       9       8       4       6      10       7      10       6       8       4
 Vardas765          Pavarde765       4       1       2       9       2       2       5       4       5       9       1       2       3       9       7       1
 Vardas766          Pavarde766       1       6       1       9       2       6       1       4       1       1      10      10       6       9       9       1
 Vardas767          Pavarde767       9       1       5       1       7       3       5       3       3       8      10       2       9      10       9       8
 Vardas768          Pavarde768      10       7      10       4       4       3       5      10       4       1       4       8       6       3       6       2
 Vardas769          Pavarde769       6      10       3      10       6      10       7       4       7       3       7       9       9       2       1       2
 Vardas770          Pavarde770       2       8       1       7       3      10       5       9       5       2       6       6       9       6       2       1
 Vardas771          Pavarde771      10       6       8       9       4       3       4       9       1       8       7       3       6       6       6       8
 Vardas772          Pavarde772       7       9       7      10       4       3       8       7       4       4       6       3       6       1       9      10
 Vardas773          Pavarde773       2       7       5       9       9       2       4       5       8       7       4       7       4       6       5       7
 Vardas774          Pavarde774       5       6       7       6      10       4       6       5       4       1       4       6       4       5       5       9
 Vardas775          Pavarde775      10       5       7       1       7       3       9       1       3       3       1       1       3       7       8       6
 Vardas776          Pavarde776       6       3       7       4       7       1       5       4       4       1       6       6       7       2       3       1
 Vardas777          Pavarde777       6      10      10       1       5      10       6       8       8       5       6      10       6       9       7       4
 Vardas778          Pavarde778       4      10       5       1       5       2       4       3       1       3       8       2      10       9       5       9
 Vardas779          Pavarde779       1       6       8      10       8       7       1       8       6       3       9       5       4       9       6       7
 Vardas780          Pavarde780       1       6       7       2       7       9       3       7       5       9       8       6       4      10       2      10
 Vardas781          Pavarde781       2       8       9       3      10       6       2       8      10      10       9       1      10       1       6       6
 Vardas782          Pavarde782       2       1       3       7      10       8       4       8       8       8       9       5       3       9       9       7
 Vardas783          Pavarde783       7       2       2       5       4       2       1       7       8       6      10       7       7       3       3      10
 Vardas784          Pavarde784       6       7       7       5      10       8      10       9       4       1      10       6       9      10       9       8
 Vardas785          Pavarde785       9       7      10       3       9       1       9       2       4       9       8       5       3       3       5      10
 Vardas786          Pavarde786       6       8       3       2      10       7       1       3       9       4       8       8       3       6       4       9
 Vardas787          Pavarde787       1       2       5       2       4       3       9      10       9       3      10       8      10       6       7       9
 Vardas788          Pavarde788       8      10       6       5       9       7       1       9       5       1       5       6       8       9       8       9
 Vardas789          Pavarde789       1      10       5       3       1      10       3       7      10       8       1      10       1       8       4       6
 Vardas790          Pavarde790      10       7       7      10       1      10       9       7       6       6       7       7       4       2       5       2
 Vardas791          Pavarde791       8      10       6      10       4       2       5       4       8       8       9       6       3       4      10       4
 Vardas792          Pavarde792       7       3       3      10       1      10       4       7       2       5       5      10      10       7       8       5
 Vardas793          Pavarde793       5       8       3       4       7       5       5       7       4       3       2       2       2       3       9       2
 Vardas794          Pavarde794       8       4       6      10       2       5       2       5       9       5       8       4       1       9       4       9
 Vardas795          Pavarde795       6       3       8       3       6       5      10       8       4       7       6       3       5       9       4       7
 Vardas796          Pavarde796       2       2       3      10       8       7       3       9       4       1       1       8       7      10       4       9
 Vardas797          Pavarde797       4       6       5      10       7       7       2       8       2       1       9       6       1      10       3       9
 Vardas798          Pavarde798       9       4      10       5       2       9       4       8       2       5       4       6       3      10       6       8
 Vardas799          Pavarde799       4       3       3       3       5       8       3       7       3       5       8       9       2       6      10       3
 Vardas800          Pavarde800       4       8       1       1       7       1       7       4       2      10       9       3       6       3       5       5
 Vardas801          Pavarde801       4       9       1       8       5       8      10       9       8      10       2       9       7       9       1       6
 Vardas802          Pavarde802       6       7       3       1       3       3       8      10      10       6       8       6       4       3       7       1
 Vardas803          Pavarde803      10      10       7       3       2       6       6       8       5       1       3       4       9       3       1       9
 Vardas804          Pavarde804       9       6       2       3      10       8       1       2      10       1       9       4      10       9       8       8
 Vardas805          Pavarde805       1       8       1       3       8       2       9       3       3       2       5       9       2      10       5       1
 Vardas806          Pavarde806       2       4       4       4       5       5       3       2       1       7      10       4       9       5       3       9
 Vardas807          Pavarde807       2       7       8       2       5       4       9       2       1       3      10       8       9       9       3       3
 Vardas808          Pavarde808       9       2       7       3       5       5       3       1       8       5       5       8       7       3      10       9
 Vardas809          Pavarde809       4       7       4       6       8      10       5      10       7       1       5       6       7       6       9       6
 Vardas810          Pavarde810       6       4       6       3       5       1       5      10       2       3      10       1       7       2       7       5
 Vardas811          Pavarde811       8       5       3       7      10       3       3       3       8       3       5       4       4       1       1      10
 Vardas812          Pavarde812       2       3      10       1       4       9       9       7       8       2       9       9       9       8       8      10
 Vardas813          Pavarde813       4       9       1       6       8       7       9       4       3       5       6       3       4       4       6       8
 Vardas814          Pavarde814       3       5       7       1       2       1       7      10      10       2       4       5       4      10       4       5
 Vardas815          Pavarde815       4       2       3       6       8       3       7       6       4       8      10       8       2       9       4       9
 Vardas816          Pavarde816       9       7       7       4       1       4       8      10       2       2       7       3       5       1       2       7
 Vardas817          Pavarde817       7       7       2       6       6       2       6       2       9       6       7       5       5       8       9       8
 Vardas818          Pavarde818      10       7       4       4      10       6       6       1       3       4       4       6       8       1       8       4
 Vardas819          Pavarde819       2      10      10       5       6       6       3       1       7       7      10       5       4       9       4       6
 Vardas820          Pavarde820       9      10       1       2       4       6       3       2      10       6       6       1       8       3       4       1
 Vardas821          Pavarde821       1       5       7       1       6       8       4       8       9       7       9       2       1       7       4       6
 Vardas822          Pavarde822       5       2       3       8       7       3      10       4       9       4       8       1       9       3       6       6
 Vardas823          Pavarde823       7      10       5       2       4       9       9       9      10       8       6       9       5      10       1       5
 Vardas824          Pavarde824       8      10       5       1       4       4       3      10       3       2       6       5       4      10       5       5
 Vardas825          Pavarde825       1       7       7       3       8      10       4       1       4       9       4       8       5       9       3       8
 Vardas826          Pavarde826       4      10      10      10       2      10       3       9       4       1       2       1       4       2      10       1
 Vardas827          Pavarde827       9       3       5       2       8       4       8       6       6       2       5       8       9       9       7       6
 Vardas828          Pavarde828       9       5       3       3       7       3       3       8       9       3       3       6       5       4       1       5
 Vardas829          Pavarde829       9       4       1       2       8       9      10       6       3       2       8       8       6       8       9       7
 Vardas830          Pavarde830       6       5       3       7       9       8       8       8       7       3       5       6       8       7       8      10
 Vardas831          Pavarde831       4       2       8       6      10       8       8      10       7       5       4       6      10       6       5       6
 Vardas832          Pavarde832       1       1       1       4       7       7       2       3       2       7       2       7       4       6       3       1
 Vardas833          Pavarde833       5       2       9       7       4       5       2       1       1       8      10       1       6       5       5      10
 Vardas834          Pavarde834       4       1       4       1       7       1       7      10       5       4       2       2       3       8       3       4
 Vardas835          Pavarde835       3       2       8       8       2       4       2       4       9       9       2       7       2       5       2       4
 Vardas836          Pavarde836       2       3      10       4       3       4       3       6       7       6      10       6       8       1       2       7
 Vardas837          Pavarde837       3       1       1       8       3       3       7      10       6       2       2       3       9       7       7       9
 Vardas838          Pavarde838       8       7       5       2       3       1      10      10       5       9       1      10       4       2      10       4
 Vardas839          Pavarde839       1      10       9       6      10      10       9       3       7       4       8       1      10       9       2      10
 Vardas840          Pavarde840      10       1       4       8       4       1       8       7       7      10       5       7       7       9      10       6
 Vardas841          Pavarde841       9       9       8       6       7       3       6       2      10       8      10       4       1       7       7       8
 Vardas842          Pavarde842       2       4       7       5       5       8       7       4       5       9      10       9      10       6       4       6
 Vardas843          Pavarde843       8       3       4       9       4       6       9       8       1       4       8       7       5       3       6       9
 Vardas844          Pavarde844       9       2      10      10       6       3       8       6      10       5       8      10       3       3       1       3
 Vardas845          Pavarde845       7       4       1       8       7       1       2      10       5       5       4       1       1       3       8       4
 Vardas846          Pavarde846       5       6      10       3       9       6       4       4       1       4       4       8       7       6       9       8
 Vardas847          Pavarde847       3       3       2       2       3       3       4       5       8       1       5       5       6       5       1       2
 Vardas848          Pavarde848       2      10       7       3       6       3       3       3       6       7      10       2       5       7       6       1
 Vardas849          Pavarde849       4       4       8       4       2       6       7       2       2      10       4      10       4       9       5       2
 Vardas850          Pavarde850       4       9      10       6       1       7       1       3       2       2      10       5       5       8       9       4
 Vardas851          Pavarde851      10       9       9       3       6       1       3       6       9       4       1       7       1       3       3       7
 Vardas852          Pavarde852       4       5       5      10       6       4       7       7       8       3       7       8       6       5      10      10
 Vardas853          Pavarde853       7       8       9       6       6       3       5       4      10       5      10       2       6       1      10       2
 Vardas854          Pavarde854       5       8       2       8       1      10       9       4       6       2       6      10       8      10      10       1
 Vardas855          Pavarde855       1       7       8       1       5       6       7       7      10       9       8       2       8       8       2       2
 Vardas856          Pavarde856       1       4      10       5      10       5       3       1       3       5       1       3       2       2       9       4
 Vardas857          Pavarde857       8       4       5       3       7       2       8       3       3       2       3       4       5       6       7       2
 Vardas858          Pavarde858       4       6       1       6       3       1       6       7       8       9       8       3       1       9       9       2
 Vardas859          Pavarde859       1       1      10      10       9       4       6       1       3      10       5       1      10       2       6       5
 Vardas860          Pavarde860       6       4       5      10       8       9      10       1       1       2      10       7       7       1       3      10
 Vardas861          Pavarde861       3       1       7       4       5       7       1       4      10       4       5       2       6       7       1       3
 Vardas862          Pavarde862       8       1       9       3       7       1       1       6       7       1       3       1       3      10       7       5
 Vardas863          Pavarde863       1       6       5       8       6       9       8       1       3       2       7       4       1       9      10       1
 Vardas864          Pavarde864       4       2       5       1       8       4       8       2       4       4       5       4       8      10       8       6
 Vardas865          Pavarde865       1       6       4       9       7       9       3       3       6       9       7       4       6      10       5       4
 Vardas866          Pavarde866       6       1       5       9       8       6       3       6       1       8      10       5       8       1      10       4
 Vardas867          Pavarde867      10       3       1       5       2       7      10       9       3       6       4       2       6       5       3       9
 Vardas868          Pavarde868       5       2      10       1      10       4       3       7       9       9       5       1       8       7       1       9
 Vardas869          Pavarde869       4       9       5       6       8       3       2       8       7       1       8       1       3       4       1       7
 Vardas870          Pavarde870       2       7       1       6       5       8       2       6       6       5       5       3       1       9       4       8
 Vardas871          Pavarde871      10       2       7       5      10       1       7       4       6      10       6       6       8       6       5       1
 Vardas872          Pavarde872       9       4      10       3       3      10       4       4       9       3       8       6       7       1       9       8
 Vardas873          Pavarde873       1       6       5       8       1       7       7       4       7      10      10       8       2       9       3       6
 Vardas874          Pavarde874       5       2       1       5       2       3       6      10      10       1       2       5       3       1       4      10
 Vardas875          Pavarde875       5       1       7       6       3       7       1       4       7       3       8       4       9       2       9      10
 Vardas876          Pavarde876       8       4       4       7       7       1       6       7       2       2       7       4       3       3       1       3
 Vardas877          Pavarde877       5       8       7       1       6       8       2       8       6      10       1       1       7       3       4       4
 Vardas878          Pavarde878       1       8       3       7       1       1       4       1       2       4       4      10       6       1       3       6
 Vardas879          Pavarde879       1       5       1       5       5      10      10       7       9       3       1       6       7      10       6       9
 Vardas880          Pavarde880       7       1       8       2       2       1       5       9       9       6       7       2       7       1       5       8
 Vardas881          Pavarde881       2       9       7      10       5       4       1       6       9       9       6       4      10       3       1      10
 Vardas882          Pavarde882       6       1       9       1       3      10       8       9       7      10       2       5       2       9       5       1
 Vardas883          Pavarde883       7       3       7      10       8       3       1       4       7       2       9       6       3       9       6       8
 Vardas884          Pavarde884       7       8       4       9       7       8       7       8       8       6       9       8       2       5       3       6
 Vardas885          Pavarde885       6       1       9       8       7       1       6       4       3      10       2       8       2       4       4       4
 Vardas886          Pavarde886       7       6       1      10      10       9       4       8       4      10       6       2       7      10       9       1
 Vardas887          Pavarde887       8       5       3       9       7       6       6       2       1       5       7       1       3       7       1       9
 Vardas888          Pavarde888       8       7      10       2       5       5       1       6       3       4       6       4       6       4       8       1
 Vardas889          Pavarde889       6       2      10      10       6      10       9       9      10       6       3       8       6       7       5       2
 Vardas890          Pavarde890       3       7      10       5       9       4       4       3       9       9       2       7      10       2       3      10
 Vardas891          Pavarde891       4       3       3       7       7       7       2       2       9       3       5       4       9      10       1       2
 Vardas892          Pavarde892       1       1       4       3      10       3       2       1       9       7       1       2       9       9       4       4
 Vardas893          Pavarde893       5      10       5       3       1       4       4       5       1       5       7       4      10       4       3       9
 Vardas894          Pavarde894       8       9       8       5       5      10       2       3       2       5       9       3       8       9       9       9
 Vardas895          Pavarde895       5       8       8       3       6       5       6       8       2       5       9       3       7       9       7       4
 Vardas896          Pavarde896       1      10       6       6       5       4       8       7       9       7      10       7      10       6       2      10
 Vardas897          Pavarde897       1       3       8      10       2       2       4       2      10       1       6      10       8       7       9      10
 Vardas898          Pavarde898      10       7       5       2       4       7       4       2       6       4      10       5       9       3       8       9
 Vardas899          Pavarde899       6       1       4       3       2       2       9       4       7      10       2       9       9       8      10       4
 Vardas900          Pavarde900      10      10       3       4       8       6       4       8       1       4       6       4       4       5       3      10
 Vardas901          Pavarde901       6      10       6       6       9       1       3       4       3       5       9       9       4       2       5       7
 Vardas902          Pavarde902       6       5       4       8       8       1       3       2       3       7       7       5       2       4       7       7
 Vardas903          Pavarde903       8       2       2       6       6       9       2       4       2       5       5       2       1      10       2       4
 Vardas904          Pavarde904       6       9       6       4       3       4       8       9       7      10       5       2       5       7       1       3
 Vardas905          Pavarde905       1       7       1       3      10       2       9       7       8       7       1       4       4       4       5       6
