    Vardas             Pavarde     ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9    ND10    ND11    ND12    ND13    ND14    ND15    Egz.
Vardas5442         Pavarde5442       1       9       7       7       5       2       9       6       2       4       8       8       9       9       2       3
Vardas5443         Pavarde5443       8       8      10      10       7       3       9       9       6       8       9       2       8       2       4       6
Vardas5444         Pavarde5444       1       4       2       9       4       4       3       3       8       5       2       3       8       3       9      10
Vardas5445         Pavarde5445       8       8       4       4      10       8       6       4       1       4       4       5       9       1       6       8
Vardas5446         Pavarde5446       3       3       3       1       2       4       6       6       2       1       8       5       6       9       3       1
Vardas5447         Pavarde5447      10       9       8       3       5       6       4       8       2       1       6       2       5       4       5       8
Vardas5448         Pavarde5448       1       4       2       2       9       2       8       2       2       7       6       3       1       3       6       7
Vardas5449         Pavarde5449       5       4       4      10       7       8       3       2       8       7       4       8       8       1       6       6
Vardas5450         Pavarde5450       4       6       1       8       6       7       9       5       3       7       1       2       8       8      10       6
Vardas5451         Pavarde5451       2       9       2       3       8       9       6       9       3       8       4       2       2       4       1       7
Vardas5452         Pavarde5452       3       9       7       8       8       9       4       4       8       9       7       1      10       8       7       3
Vardas5453         Pavarde5453       1       8       5       1       1       9       9       6       4      10       2       4       8       3       6      10
Vardas5454         Pavarde5454       1       7       1       4       9      10       5      10       5       1       8       3       2       8       7       2
Vardas5455         Pavarde5455       7       9      10       8       1      10      10       6      10       3       5       1       9       5       2       9
Vardas5456         Pavarde5456       3       1       8       3       2       6       6       2       5       3       7       5       8       6       6       2
Vardas5457         Pavarde5457       9       2       7       5       4       3       5       7       3       9       1       6       3      10       7       6
Vardas5458         Pavarde5458       9       9       4       6       4       1       6       9       3       8       2       7       8       1       8       7
Vardas5459         Pavarde5459       7       8      10       6       5       9       1       4      10       1       6       8       3      10       9       8
Vardas5460         Pavarde5460       1       4       2       9       7       2       3       4       3       7       3       2       2       9       9       6
Vardas5461         Pavarde5461       6       9      10       4       7      10       2       4       3       9       9       8       4       9       3       7
Vardas5462         Pavarde5462       4       6       2       9       2       9       9       8       8       8       1      10       2       8      10       6
Vardas5463         Pavarde5463       9       8       3       2       6       7       4       4       1       4       8       3       4       1       4       4
Vardas5464         Pavarde5464       7       6       2      10       6       1       7       3       5       4       8       6       6       5       2       5
Vardas5465         Pavarde5465       6       3       7       7      10       2       6       9       9       9       9       2       2       2       6       8
Vardas5466         Pavarde5466       8       2       5       9       7      10       3       6       4       5       1       4       6       9       5       4
Vardas5467         Pavarde5467       9       1       1       6       4       5       7       2       1       6       3       1       1      10       7       2
Vardas5468         Pavarde5468      10      10       3       8       5       1       2       7       7       1       8       6       6       4       1       1
Vardas5469         Pavarde5469       5       8       3       2       3       6       9       6      10       3      10       3       9      10       3       3
Vardas5470         Pavarde5470       2       4       4      10       9       8       8       2       9       2       3       8      10       1       1       7
Vardas5471         Pavarde5471       7       6       5       4       6       7       8       3       3       2       5       5       3       4      10      10
Vardas5472         Pavarde5472       8      10       6       8      10       7       7       6       1      10       5       7       9       4       7       8
Vardas5473         Pavarde5473      10       8       4       2       2       8       1       4       8       9       4      10       6       4       5       8
Vardas5474         Pavarde5474       5       5       4       1       1       7       4       8       2       2      10       9       8       8       1       9
Vardas5475         Pavarde5475       5       6       2       1       5       9       4       7       2       5       9       1      10       3       5       5
Vardas5476         Pavarde5476       4       8       5       2       5       8       5       2       6       2       5       8       6       5       5       9
Vardas5477         Pavarde5477       4       5       4       4       9       4       9       4       4       2       7       9       5       9       6       6
Vardas5478         Pavarde5478       3       9       1       9       6       7       6       8       9       5      10       7       3       8      10      10
Vardas5479         Pavarde5479       1      10       8      10       9       9       8      10       8       2       6       5       8      10       8       1
Vardas5480         Pavarde5480       5       3       6       5      10       2       6       1       5       6       1       2       5       6       1       6
Vardas5481         Pavarde5481       7       1      10       8       4       7       4       6      10       9       8      10       6       2       8      10
Vardas5482         Pavarde5482       6       2       2       4       4       6       8       5       8       9       9       2       9       3       2       2
Vardas5483         Pavarde5483       3       7       3       1       8       6       6       6       7       3       2       3      10      10       8       2
Vardas5484         Pavarde5484       9       2       4       9       7       5       5       7      10      10       2      10       2       6       5       6
Vardas5485         Pavarde5485       9       1       5       4       2       8      10       6       4       6       1      10       2      10      10       8
Vardas5486         Pavarde5486       7       9       3       8       9       5       8      10       7       1       8       4       7       1       4       1
Vardas5487         Pavarde5487       4       4       3       7       3       1       6       9       2       4       6      10      10       2       7       8
Vardas5488         Pavarde5488       6       1      10      10       7       6       8       9       1       8       6       4       2       5       2       8
Vardas5489         Pavarde5489       1       9       5       5       5       7       8       1       2       1       1       8       4       7       9      10
Vardas5490         Pavarde5490       5       1      10       4       4      10       4       7       2       8      10       9       9       4       6       4
Vardas5491         Pavarde5491       4       4       7       2       9       5       9       1       8       7       4       9       4       3       4       7
Vardas5492         Pavarde5492       6       9       8      10       4       8       3       5       1       8       4       5       8       2      10       8
Vardas5493         Pavarde5493       3       6       6       4       6       2       2       4      10       8       3       8       4      10       3       5
Vardas5494         Pavarde5494       6       6       3       9       8       1       6       4       3      10       3       9       3       7      10       5
Vardas5495         Pavarde5495       7       5       2       4       4       2       4       7       9       7       8       8       4       4       6       7
Vardas5496         Pavarde5496       8      10       2       1       2       9       9      10       5       3       4       6       6       5       8       6
Vardas5497         Pavarde5497       5       9       1       7       4      10       6       5       4       6       4       2       2       1       2       4
Vardas5498         Pavarde5498       6       6      10       9       5       5       2       2       5       1       3       9       5       8       3      10
Vardas5499         Pavarde5499       8       2       2      10       6      10       3       1       5       9       3       2       4       2       5       7
Vardas5500         Pavarde5500       3       4       7       9      10       1       7       7       6       8       6       5       2       6       1       7
Vardas5501         Pavarde5501       9       6       9       8       1       8       2       6       1      10       3       7       4       8       3       3
Vardas5502         Pavarde5502       4      10       7      10       7       3       3       6       6      10       9       3       1       2       8       8
Vardas5503         Pavarde5503      10       9       2       1       8       2       6       5       5       7       2       5      10       1       1       1
Vardas5504         Pavarde5504       7       7       7       5       7       5       9       2       1       7      10       8       3      10       9       6
Vardas5505         Pavarde5505       5       5       8       4       7       4       2       8       7       9       9      10       4       6       7       6
Vardas5506         Pavarde5506       7       6       3       7       7       1       5       2       3       8       6       7       5      10       1      10
Vardas5507         Pavarde5507       3       4       5       8       3       4       4       6       8       3       7       3       3       3       6       8
Vardas5508         Pavarde5508       3       5       5       3       1       4       7       9       5       9       4       2      10       2       6       3
Vardas5509         Pavarde5509       5       6      10       7      10       5      10       3       9       3       3       7      10       2       8       6
Vardas5510         Pavarde5510       7       5       8       5       3      10       1       2       5       9       4       2       6       2       6       4
Vardas5511         Pavarde5511       4       2       9       1       5       9       5       5      10       2      10       4       9       7       1      10
Vardas5512         Pavarde5512       6       8       4      10       5       8       2       7       3       7       2       3       3       6       1       2
Vardas5513         Pavarde5513       6       6       8       1       7       7       7       3       9       6       7      10       1       8      10      10
Vardas5514         Pavarde5514       6       8       6       2       3       7      10       9       8       9       5       5      10      10       9       2
Vardas5515         Pavarde5515       1       2      10       8       5       4       4       6       5       9       9       8       1       6       7       1
Vardas5516         Pavarde5516      10       9      10       5       8       9       7       6       9       7       7       2       4       4      10       8
Vardas5517         Pavarde5517       3       4       7       6       5      10       9       8       9       9       1       4       9       3       8      10
Vardas5518         Pavarde5518       9       1       8       4       7       2       8       2       2       1       2       6      10       6       2       7
Vardas5519         Pavarde5519       4       4       9       5       7       3       6       6       4       6      10       5       6       2       4       3
Vardas5520         Pavarde5520       1       8       3       2       7       6       2       2       8       9       3       8      10       3       3       9
Vardas5521         Pavarde5521       2       7       9      10       7       9       8       8       1      10       6       8       4       1       3       4
Vardas5522         Pavarde5522       3       6       5       8       5       3       5       9      10      10       7       5       4       3       5       8
Vardas5523         Pavarde5523       8       6      10       9       9      10       5       4       6       8       5       8       2       3       5       4
Vardas5524         Pavarde5524       9      10       4       7       3       2       1       5       4       7       7       2       4       6       4       5
Vardas5525         Pavarde5525       9       5       4       3       1       3       5       9       3       8       2       8       9       8       1       1
Vardas5526         Pavarde5526       4      10       7       5       1       8       2       9       2       4       1       1       2       2       5       5
Vardas5527         Pavarde5527       4       7       5       9       6       2       9       8       9       7       9       3       9       4       9       2
Vardas5528         Pavarde5528       3       5       8      10       7       5       1       3       5       8       9       1       2       7       3       6
Vardas5529         Pavarde5529       7       6       5       6       1       8       5       6       1       6       2       4       5       8       2      10
Vardas5530         Pavarde5530      10       8       7       7       8       6       7       6       6       9       5       1      10       6       4       1
Vardas5531         Pavarde5531       1      10       8       9       9       9       3       8       9       9      10       5       8       5      10       4
Vardas5532         Pavarde5532       6       7       7       8       7       1       1       6       4       5       9      10       2      10       6       6
Vardas5533         Pavarde5533       4       7       7       8       6       2      10       6       2      10       3       3       4       7       3       3
Vardas5534         Pavarde5534       6       2       5       6       7       6       8      10      10       6       3       5       6       5       2      10
Vardas5535         Pavarde5535      10       9       7      10       8       3       2      10       1      10       8      10       4       7       4       4
Vardas5536         Pavarde5536       2       5       7       2       4       7       6       5       6       6       9       6       7       2       2       5
Vardas5537         Pavarde5537       7       6       4       7       6       3       3       3       8      10       9       4       6       3       5       6
Vardas5538         Pavarde5538       3       8       3       9      10       4       7       8       8      10       7       3       8       9       8       2
Vardas5539         Pavarde5539       8       2       2       6       7       4       8       7       8      10       2       2       9       3       7       3
Vardas5540         Pavarde5540       4       6       9       6       6       8       9      10       5      10       3       7       2       4       4      10
Vardas5541         Pavarde5541       9       4       4       5       4       7       9       7       1       1       8       1       6       9       4       2
Vardas5542         Pavarde5542       3       1       3       3       7       5      10       7      10       9       7       6       5       5       1       1
Vardas5543         Pavarde5543       6       6       8       7       7       8       3       4      10       5       9       9       9       3       8       3
Vardas5544         Pavarde5544       9       7       1       5       3      10       5       2       7       2       7       7       3       2       4       1
Vardas5545         Pavarde5545       6       8      10       1      10       4       6       3       4      10       4       6       3       9       2       6
Vardas5546         Pavarde5546       4       4       7       3       5      10       1       5       3       9       9       7       1       9       3       1
Vardas5547         Pavarde5547       8       6       3       8       7       9       6       1       7       6       5       1       8       3       8       6
Vardas5548         Pavarde5548       7       2       3      10       4       9       3       8       9       6       2       3       4      10       6       5
Vardas5549         Pavarde5549       2       6       7       5       4       7      10       6       4       9       4       6       7       3       4      10
Vardas5550         Pavarde5550       5       5       3       4       3       3       3      10       7       3       9       2       9       8       3      10
Vardas5551         Pavarde5551       7       6       6      10       3       6       8       9       8       1       2      10       9       6       9       6
Vardas5552         Pavarde5552       8       3       3       7       2       4       5       2       2       8       6       3       2       1       9       1
Vardas5553         Pavarde5553       6       4       9       6       8       8       3       4       7      10       3       7       3       2       9       4
Vardas5554         Pavarde5554       1       4       6       5       3      10       8       7       3       4       5       6       1       8       1       3
Vardas5555         Pavarde5555       5       5       3       4       5       7       1       4       9       2       5       7       7       3      10       1
Vardas5556         Pavarde5556       2       2       9       6       3       4       4      10       4       3       3       6       2      10       9       5
Vardas5557         Pavarde5557       2       6       5       3       2       9       2       1      10       6       8       8       9       5       7       7
Vardas5558         Pavarde5558       8      10       4       7       7       9       7       9       6       2       4       7       9       5       3       4
Vardas5559         Pavarde5559       6       5       2       1       4       3       1       4       3       4       7      10       7      10       4       7
Vardas5560         Pavarde5560       6      10       1       5      10       5       8       4       7       5       6       3       8       3       7       7
Vardas5561         Pavarde5561       5       3       7       8      10       5       4       6       8       5       1       8       9       4       6       8
Vardas5562         Pavarde5562       7       2       3       2      10       1       7       8       8       3       1       7       1       1       6       9
Vardas5563         Pavarde5563       3       4       3       8       3       5       3       2       3       8      10       9       9       7       3       1
Vardas5564         Pavarde5564       1       2       6       3       8       3       3       3      10      10      10       4       6      10       6       4
Vardas5565         Pavarde5565      10      10       1       9       9       5       5       3       7       3       2       1       4      10       5       5
Vardas5566         Pavarde5566       8      10       8      10       8       5       6       4       9       6       6       5       1       6       3       7
Vardas5567         Pavarde5567       9       7      10       2       3       1       3       3       2      10       7       7       3       9       3       1
Vardas5568         Pavarde5568       5       6       7       7       1       3       8      10       4       6       9       3       1      10       4       7
Vardas5569         Pavarde5569       6       3      10       7       1       3       6       9       3       8       4       9       5       1       3       8
Vardas5570         Pavarde5570       5       6       8       2       2       7       6       3       5       8       5      10       1      10       8       9
Vardas5571         Pavarde5571       8       3       1       1       1       1       8       8       7       5       2       3       6       8      10       2
Vardas5572         Pavarde5572       9       9       8       7       7       4       6       1       7       3      10      10      10       4       9       2
Vardas5573         Pavarde5573       4       9       5       9       7       1       3       1       4       4       3       9       3       9       4      10
Vardas5574         Pavarde5574       9       5       7       1       7       8       3       5       5       5       3       9       6      10       7       3
Vardas5575         Pavarde5575       1       2       7      10      10       6       1       3       9       5       9       7       8       7       3       2
Vardas5576         Pavarde5576       2       9       1      10       4       8       7       1      10       9       6       8       5       8      10       5
Vardas5577         Pavarde5577       3       7       4       9       8       2       6       5       5       9       6       8       1       6       2       6
Vardas5578         Pavarde5578       1       1      10       3       7       3       2       6       4       9       1       1       4       2       6       5
Vardas5579         Pavarde5579       2       4       2       7       3       6       8      10       3       6       1       2      10       1       3       9
Vardas5580         Pavarde5580       2      10       3       7       3       5       3       5       3       1       1       8       2       4       1       8
Vardas5581         Pavarde5581       8       5       7       1       6       9       1       7       3       6      10       3      10       8       4       8
Vardas5582         Pavarde5582       5       1       9       4       4       6       4       2       3       5       1       1       4       1       7      10
Vardas5583         Pavarde5583       5       4       7       2       2       8       5       5       1       9       9       3       7       9       2       7
Vardas5584         Pavarde5584       9       4       6       4       5      10       7       5       6       1       7       3      10       9       2       8
Vardas5585         Pavarde5585       3       1       5      10       9      10       6       4       2       8       7       3       9       1       9       2
Vardas5586         Pavarde5586       1       4       4       5       3       1       5       4       6      10       3      10       2       8       6       3
Vardas5587         Pavarde5587       1       9       5       8       2       7       6       9       9       1       9       6       1       8       1       6
Vardas5588         Pavarde5588       3       1       5       1       6       7       2       9       8       6       2       1      10       6       7      10
Vardas5589         Pavarde5589       2       6       7       2       9       4       1       9       3       5       5       7       6       2       3       3
Vardas5590         Pavarde5590      10       1       7       3       3       8      10       7       3       2       4       2       8       5       8       2
Vardas5591         Pavarde5591       5      10       6       6       5       8       9       9       8       4       3       5       8       7       1       2
Vardas5592         Pavarde5592       1       5       1       5       1       3       6       2       2       8       1       8      10       9       8       9
Vardas5593         Pavarde5593       6       4       5       1       1       9       1       4       6       7       1      10       4       3       6       4
Vardas5594         Pavarde5594       7       1       8       2       6       6       2       9       9       9       1       2       7       4       9      10
Vardas5595         Pavarde5595      10       8       8       8       5       4       6       7       5       2       5       6       3       5       2      10
Vardas5596         Pavarde5596       6       7      10       4       4       7       3      10       4       7       7       3       2       3       9       5
Vardas5597         Pavarde5597       7       9       9       3      10       7       4       9       1       9       7       2       1       2       7       9
Vardas5598         Pavarde5598      10       5       9       1       4       4       5       7       6      10      10       4      10       5       1       3
Vardas5599         Pavarde5599       8       8       9       9       5       2       5       6      10       1       5       8       8       8       4       8
Vardas5600         Pavarde5600       5       1       6      10       9       1       4       5       6       5       2       8       5      10       7       2
Vardas5601         Pavarde5601       2       3       8       8       1       3       2       7       2       9       1       1       5       2       7       6
Vardas5602         Pavarde5602       3       2       3       2       2       8       3       9       5       2       7       4       4       1       1       7
Vardas5603         Pavarde5603       1       3       6       7      10       5       1      10       1       1       1      10       5       4       3       5
Vardas5604         Pavarde5604       8       8       4       9       3       5      10       5       8       8       7       4       2       8       3       5
Vardas5605         Pavarde5605       4      10       1       6      10       8       8       7       9      10       9       2       1       4       8       4
Vardas5606         Pavarde5606       9       8       8       7      10       1       3       5       9       1       1       3       3       5       4       1
Vardas5607         Pavarde5607       7       1       6       8       2       1       1       5       5      10       4       2       6       2       4       5
Vardas5608         Pavarde5608       5       6       3       7       7       2       5       2      10       2       9       2       9       8       9       6
Vardas5609         Pavarde5609       1       2      10      10       5       4       3       1       4       5       5       6       6       6       4       2
Vardas5610         Pavarde5610       7       7       8       5       1       9       3       8      10       7       9       8       9       7       2       4
Vardas5611         Pavarde5611       3       7       7       4       5      10       5       3       5       7       6       9       5       9       2       6
Vardas5612         Pavarde5612       3       5       3       8      10       1       8       4      10      10       8       6      10       7       5       8
Vardas5613         Pavarde5613       7       4       5       5       9       5       1       3       6       2       9       9       4       1       2       2
Vardas5614         Pavarde5614       1       6       4       9       4      10       3       9       2       7       7       1       6      10       4       9
Vardas5615         Pavarde5615       6       7       8       3      10       3       5       6       5       2       1       3       2       5       5       6
Vardas5616         Pavarde5616       2      10       2       5       2       4       1       2       1      10       6       6       4       7      10       4
Vardas5617         Pavarde5617       1       8       5       3      10       1       7      10       7       3      10       9       8       7       1      10
Vardas5618         Pavarde5618       1       8       9       9       7       4       7       4       7       6       3       6       7       3      10       4
Vardas5619         Pavarde5619       6       7       4       1       6       8      10       2       7       5       4       2      10       6       8       1
Vardas5620         Pavarde5620       3       8       1      10       1       9       8       6       1       5       7       4       2       2       8       8
Vardas5621         Pavarde5621       2       9       1       2       3       6       1       4       9       3      10       5       6       6       7       7
Vardas5622         Pavarde5622      10       7       9       5       6       1       5       1       4       6       2       8       5       2       8       1
Vardas5623         Pavarde5623      10       2       5       9       9       6       3       2       8       1       6       2       4       1      10       5
Vardas5624         Pavarde5624       4       8       6      10       9       5       6       9      10       9       6       1      10       7       8      10
Vardas5625         Pavarde5625       4      10       3       5       4       2       7      10       5      10      10       6       2      10       2       2
Vardas5626         Pavarde5626       9       7       3       8       7       5       3       7       2       1       3       2      10       5       1      10
Vardas5627         Pavarde5627       8       1       5       1       9       8       2       8       7       3       3       5       4       6       1       1
Vardas5628         Pavarde5628       5       4       8       5       5       5       4       6       7       2      10       8       4       9       7       7
Vardas5629         Pavarde5629       3       1       1       8       9       2       9       7       2       7       1       4       7       5       1       5
Vardas5630         Pavarde5630       2       5       3       1       2       9       8       9       8       2       2      10       1       5       8       4
Vardas5631         Pavarde5631       4       4       6       5       3      10       7       8       4       7       3       1       8       4       1       9
Vardas5632         Pavarde5632       4       6       4       9       8       3       6       1       5       6       9       2       1       8       3       2
Vardas5633         Pavarde5633       4      10       4       4       4       6       7       2       4       3       3       5      10       7       7       4
Vardas5634         Pavarde5634       7       4       9       2       1       9       8       7       8       4       5       9       3       4       7       2
Vardas5635         Pavarde5635       1       3       3      10       2       6       1       3       5       6       7       1       9       6       6       2
Vardas5636         Pavarde5636       1       6       3       8       8       1       8      10      10       5       2       5       2       8       2       5
Vardas5637         Pavarde5637       5       6       5      10       5       8       9       4       2       3       4      10       7       1       4       2
Vardas5638         Pavarde5638       9      10       8       5       8       6       4       5      10       5       1       7       4       4      10       2
Vardas5639         Pavarde5639       2       9       5       1       2       5      10      10       1       2      10       3       1       6       1       2
Vardas5640         Pavarde5640       6       9       6       4       4       2       9       5       6       7       7       7       7       8       3       2
Vardas5641         Pavarde5641       8       5      10       8       6       1       2      10       7       6       1      10       6       3       4       4
Vardas5642         Pavarde5642       1       5       3       9       4       6       7       4       3       3       7       6       2       5       5      10
Vardas5643         Pavarde5643       1       1       9       4       1       5       1       7       8       1      10       2       7       8       3       1
Vardas5644         Pavarde5644      10       6       8       9       6       1       6       7       2       5       6       5       8       7       8       5
Vardas5645         Pavarde5645       3       1       3       4       8       8       4       3       9       5       8       1       3       7       4       2
Vardas5646         Pavarde5646       9       4       3       7       2       9       1       1       1       7       7       5       5       3       2       3
Vardas5647         Pavarde5647      10       3       3       2       2       6       7       3       1       6      10       2       2       3       8       1
Vardas5648         Pavarde5648       7       5       4       8       4       6       3       7       5       5       1       3       2       3       3       7
Vardas5649         Pavarde5649       8       6       2       3       9       7       2       9       2       9       1       5       4       2       3       4
Vardas5650         Pavarde5650       1       3       2       5       4       3       8      10       5       4       1       9       4       4       3       2
Vardas5651         Pavarde5651       1       1       3       3       6       2       6       8       1       2       2       9       8       6       1       2
Vardas5652         Pavarde5652       2       5       6       3       7       1       8       1       7       2       4      10       1       8      10       1
Vardas5653         Pavarde5653       9       2       7      10       2       6       6       8       2       2      10       5       3       9       9       1
Vardas5654         Pavarde5654       6       7       8       1      10       8       9       1       2       2       6       2       2       5       3       7
Vardas5655         Pavarde5655      10       2       8       3       7       7       2      10       2       4       8       9       3       9       9      10
Vardas5656         Pavarde5656       9      10       8       1       8       5       1       2       8      10       1       1       8       9       5       2
Vardas5657         Pavarde5657       3       5      10       9      10       4       2       3       6       4       3       1       1       6      10      10
Vardas5658         Pavarde5658       5       9       7      10       7       2      10       3       6       7       6      10       9       2       8       3
Vardas5659         Pavarde5659       9       1       4       5       1       5       8       9       8       1       5       6       6       4       6       2
Vardas5660         Pavarde5660       4      10       5       1      10       3       2       1       9       7       7       4       8       7      10       2
Vardas5661         Pavarde5661       1       6       7       6       9       4       9       1       1       6      10      10      10      10       7       3
Vardas5662         Pavarde5662       2       3       6       7       1       2       1       1       9       8       2       4       2       4       2       4
Vardas5663         Pavarde5663       9       2       2       8       9       3       5       1       2       2       4       8       5       6       2       2
Vardas5664         Pavarde5664       9       3       9       9       9       9       3       4       7       7       6       3       5       9       8       1
Vardas5665         Pavarde5665       3       9       3       2       3       8       6      10       1       2       8       3      10       3       5       8
Vardas5666         Pavarde5666       7       5      10      10       9       8       2       3       3       2       9       1      10       5      10       8
Vardas5667         Pavarde5667       4       4       4       5       6       3       3       8       1       8       7       6       4       7       9       3
Vardas5668         Pavarde5668      10       1       7       7       9       3       6       5       4       4       3       6       7       4       8       8
Vardas5669         Pavarde5669       1       9       5       7      10       1       8       4       7       1       9       2       6       3       6       4
Vardas5670         Pavarde5670       3      10       5       3       2       1       1      10       3       8       3       4       9       3       7       8
Vardas5671         Pavarde5671      10       1       4      10       2       4       2       7       5       7      10      10       5      10       6       5
Vardas5672         Pavarde5672       1       6      10       1       4       6       4       3       1       4       2       2       7       5       8       1
Vardas5673         Pavarde5673       4       7       5       1       7       1       7       2       7       4       2       9       5       4       6       2
Vardas5674         Pavarde5674       1       1      10       3      10       3      10       4       8       9      10       4       7       8       5       1
Vardas5675         Pavarde5675       6       9       8       3       4       9       3       6       8       6       4      10       2       8       6       2
Vardas5676         Pavarde5676       3       1       4       2       1       1       6       4       4       4       7       6       4       7       2       9
Vardas5677         Pavarde5677       4       7      10       2       9       4       5       6       5       5       2       3       3       2       4      10
Vardas5678         Pavarde5678       3       4       9       5       7      10       4       5       3       2       3      10       2       8       5       4
Vardas5679         Pavarde5679       9       3      10       6       2      10       5       5       7       5       4       9       1       2       9       6
Vardas5680         Pavarde5680       6       8       9       5       3       6       8       4       9       6       4       3       6       2       3       7
Vardas5681         Pavarde5681      10       3       4       2       9       9       4       7       3       2       3       9       8       3       9       6
Vardas5682         Pavarde5682       1       1      10       7       6       5       5       2      10       4       1       5       5       1       5       8
Vardas5683         Pavarde5683       7       2      10       6       4       5      10       3       1       4       1       4       3       1       8       3
Vardas5684         Pavarde5684       1       8       2       2       6       3       7       1       9       7       5       1       5       9       3       7
Vardas5685         Pavarde5685       5       8       5       9       7       3       3       6       9       2       3       3       5       2       1       5
Vardas5686         Pavarde5686       8       1       8       1       6       1      10      10       1       1       6       1       9       4       3       6
Vardas5687         Pavarde5687       7       6       5       8       1       1       6       7       8       2       1       7       4      10      10       5
Vardas5688         Pavarde5688       2       3       8       8       3       7       7       5       1       9       6       4       2       4       3       3
Vardas5689         Pavarde5689       7       4       4       4       7       5       7       5       9      10       7       7       1       5       6      10
Vardas5690         Pavarde5690       5       5      10      10       1       5       2       7       9       5       4       3       4       9       4       5
Vardas5691         Pavarde5691       1       7       3      10       6       6       8       9       8       6       4       9       7      10       1       5
Vardas5692         Pavarde5692       3       9       7       4       8       5       8       4       7       2       2       3       8       9       6       6
Vardas5693         Pavarde5693       8       5       8       6       4       6       4       6       8      10       9       8      10       6       3       3
Vardas5694         Pavarde5694       2       7       3       1       3       3       7       3       4       9       2       5       7       1       5       9
Vardas5695         Pavarde5695       3       8       3       1       1      10       3       4       8       6       4       7       9       5       7       9
Vardas5696         Pavarde5696       4       1       5       6       7       9       3       9       5      10       7       2       9       5       4       4
Vardas5697         Pavarde5697       9       5       3       5       6       3       5       8       2       4       6       3       5       2       1       4
Vardas5698         Pavarde5698       3       3       1       8       7       7       3       3       3       6       7       3       7       9       5       7
Vardas5699         Pavarde5699       4       6      10       5       2       9       1       5       9       3       8       5      10       7       2       8
Vardas5700         Pavarde5700       1       8       9       6       6       7       7       2       9       7       5      10       1       9       1       6
Vardas5701         Pavarde5701       9       8       1       9       8       5       4       6      10       2       5      10       4       8      10       2
Vardas5702         Pavarde5702       9      10       2       1      10       5       2       6       3       6       5       8       8       5       3       9
Vardas5703         Pavarde5703       9       4       4       2      10       3       4       6       5       1       3       1       8       3       7       4
Vardas5704         Pavarde5704       4       7       6      10       7       8       4       2       3       7       9       8       9       9       8       9
Vardas5705         Pavarde5705      10       6       1       1       4       4       3       6       4       9       9       7       1      10       6       4
Vardas5706         Pavarde5706       1       9       2       9       8       4       3       6       2       5       4       5       4       1       2       9
Vardas5707         Pavarde5707       9       9       1       7       2      10       3       9       2       2       9       7       2      10       3       9
Vardas5708         Pavarde5708       4       4       6       7       6       5       2       6       3       7       8      10       8       5       5       8
Vardas5709         Pavarde5709       2      10       8       7       2       5       6       4       4       2       7       1       7       3      10       4
Vardas5710         Pavarde5710       3       6      10       7       9       3       3       5       6       4       1      10       7       9       9       2
Vardas5711         Pavarde5711      10       8       9       1       6       5       4      10       3       6       2       2      10       6      10       7
Vardas5712         Pavarde5712       7       7       7       4       8       6      10      10       4       1       2       4       4       8       9       6
Vardas5713         Pavarde5713       4      10       2      10       8       8       5       7       3       6       2       1       3       1       9       8
Vardas5714         Pavarde5714       5       3       7       3      10       2       5       9       5       6       1       5       8       2       6       5
Vardas5715         Pavarde5715       2       6       5       7       2       3       3       2       1       1       3       9       5       7       1       4
Vardas5716         Pavarde5716       8      10      10       3       7       5       1       8      10       8      10       4       9       7       9       8
Vardas5717         Pavarde5717       8       3       3       7       8       7       2       2       2       9       3       3       2       4       9       7
Vardas5718         Pavarde5718       8       9       3       9       9      10       3       6       4       3       4       5       4       9      10       2
Vardas5719         Pavarde5719       1       9       8       2       7       6       8      10       6       5       9       4      10       8       5       8
Vardas5720         Pavarde5720      10       6       1       9       5       9       3       4       5       6       1       5       4      10       6       7
Vardas5721         Pavarde5721       6       4       6      10       6       3       2       5       2       5      10       7       1       2       4       8
Vardas5722         Pavarde5722       7       4       2       4       3       4       9       2       2       9       4       3       3       4       3      10
Vardas5723         Pavarde5723       6       4       4       7      10       2       9       6       8       9       6       2       8       9       4       8
